Export;EXP-2023-01 (20230705 10:04);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO;uur;µg/m³;20230107 16:00;20230107 17:00;0.02;0.68;0.51;2.52;0.29;0.59;0;4.12;3.48;8.54;0.4;-0.07;0.92;0.56;0.1;0.16;2.06;0.99;0.15;0.95;0.04;2.26;0.22;0.55;5.93;0.21;3.68;-0.33;-0.02;4.17;3.72;0.52;0.16;-0.04;0.12;1.21;2.07;1.01;;0.22;0.23;0.06;0.11;0.06;8.23;0.21
NO;uur;µg/m³;20230107 17:00;20230107 18:00;0.37;0.47;0.45;2.2;0.37;0.63;0.1;3.11;4.09;5.78;0.27;-0.05;1.24;0.36;0.06;0.14;1.1;0.76;0.06;0.64;-0.57;3.7;0.21;0.62;6.4;0.07;3.58;-0.24;0.12;3.79;3.63;1.65;0.3;-0.05;0.16;0.66;2.3;2.16;;0.22;0.07;0.11;0.21;0.06;8.72;0.15
NO;uur;µg/m³;20230107 18:00;20230107 19:00;0.4;0.59;0.37;1.22;0.3;0.41;0.07;1.77;1.91;4.24;0.23;-0.15;1.01;0.77;0.08;0.27;1.38;0.84;-0.03;0.59;-0.44;2.92;0.25;0.39;5.1;0.24;2.15;-0.23;0.14;2.46;4.25;5.78;0.21;-0.07;0.05;0.75;1.91;1.59;;0.11;0.16;0.48;0.17;0.12;7.06;0.09
NO;uur;µg/m³;20230107 19:00;20230107 20:00;0.26;0.62;0.15;1.17;0.19;0.42;0.08;1.41;2.1;3.96;0.17;-0.09;1.17;0.84;0.19;0.13;1.55;0.83;-0.06;0.55;-0.5;2.68;0.15;1.15;2.78;0.11;2.27;-0.24;0.15;2.55;2.69;6.35;0.15;0.04;0.11;0.9;2.2;0.77;;0.11;0.22;0.31;0.2;0.15;5.5;0.02
NO;uur;µg/m³;20230107 20:00;20230107 21:00;0.57;0.56;-0.01;0.63;0.1;0.27;-0.04;0.76;1.76;2.65;0.11;-0.04;0.76;0.86;0.1;0.14;1.38;0.78;0.07;0.53;-0.69;2.19;0.17;0.65;3.86;0.1;2.22;-0.16;0.09;1.64;2.43;5.82;0.02;0.13;0.14;0.94;3.08;1.57;;0.08;0.2;0.11;0.16;0;3.87;0.28
NO;uur;µg/m³;20230107 21:00;20230107 22:00;0.14;0.54;0.25;0.67;0.3;0.27;-0.03;0.71;1.01;2.3;0.02;-0.07;0.46;0.31;-0.06;-0.07;1.09;0.45;-0.06;0.46;-0.47;1.68;0.08;0.35;3.25;0.15;1.64;-0.25;0.04;1.01;1.98;5.72;-0.04;-0.01;0.19;0.95;2.91;0.65;;0.08;0.07;0.12;0.2;0.22;5.86;0.19
NO;uur;µg/m³;20230107 22:00;20230107 23:00;0.07;0.52;-0.01;0.83;0.12;0.2;0.1;0.5;1.57;2.08;0.19;-0.14;0.27;0.36;0;0.06;0.6;0.52;0.06;0.29;-0.38;1.59;0.06;0.5;5.55;0.13;2.18;-0.2;0;1.35;1.35;6.25;-0.04;-0.1;0.18;0.81;2.41;0.49;;0.06;0.06;0.13;0.2;-0.06;4.14;0.12
NO;uur;µg/m³;20230107 23:00;20230108 00:00;0.26;0.5;0.01;0.56;0.2;0.22;0.01;0.46;5.56;1.49;0.09;-0.16;0.56;0.81;0.06;0.07;0.32;0.35;0.06;0.39;-0.3;1.25;0;0.83;4.26;0.17;1.51;-0.17;0.11;1.49;1.27;6.3;-0.09;-0.17;0.06;0.45;2.71;0.05;;0.04;0.17;0.19;0.17;-0.02;4.65;0.13
NO;uur;µg/m³;20230108 00:00;20230108 01:00;0.07;0.21;-0.22;0.41;-0.07;0.29;;0.11;1.11;1.07;-0.03;0.88;0.05;0.18;0.02;0.07;0.07;0.5;0.17;-0.18;0.37;1.41;0.13;0.7;4.23;0.17;1.36;-0.12;-0.13;0.68;0.77;3.58;-0.02;-0.19;0.14;0.62;1.59;0.33;;0.17;0.12;0.13;0.07;0.26;3.73;0.15
NO;uur;µg/m³;20230108 01:00;20230108 02:00;-0.01;0.3;-0.03;0.39;0.17;0.16;-0.03;0.22;0.46;1.09;0.32;0.81;-0.02;0.29;0.14;0.08;-0.02;0.26;0.02;-0.06;0.44;0.95;0.12;0.58;3.5;0.09;1.45;-0.07;-0.1;0.78;1.84;4.04;-0.04;-0.21;-0.05;0.31;1.3;0.4;;0.11;0.04;0.12;-0.04;0.44;3.39;0.19
NO;uur;µg/m³;20230108 02:00;20230108 03:00;0.07;0.27;0.05;0.28;-0.15;0.14;0.07;0.11;0.35;1.8;0.7;0.69;-0.06;0.81;0.27;0.13;0.23;0.19;0.01;0.3;0.54;0.95;0.16;0.32;2.47;0.1;1.21;0;0;0.42;0.92;0.97;-0.12;-0.19;0.15;0.15;1.08;0.38;;0.09;0.09;-0.15;-0.04;0.4;2.52;0.16
NO;uur;µg/m³;20230108 03:00;20230108 04:00;-0.05;0.51;0.11;0.45;-0.01;0.1;-0.01;-0.1;0.48;0.54;0.16;0.93;-0.03;0.34;0.14;0.11;0.64;0.28;0.06;0.06;-0.02;0.56;0.27;0.33;1.79;-0.04;0.9;-0.01;-0.21;0.49;0.71;1.52;0.13;-0.14;-0.01;0.27;0.67;0.32;;-0.01;0.2;0.12;-0.02;0.5;2.03;0.16
NO;uur;µg/m³;20230108 04:00;20230108 05:00;-0.06;0.05;0.07;0.38;0.07;0.25;0.05;0.09;0.43;1.6;0.02;0.7;0;0.08;0.04;0.28;-0.26;1.2;0.02;0.23;0.46;0.62;0.25;0.33;1.27;0.04;0.72;-0.07;-0.22;0.41;1.76;1.98;-0.01;-0.04;0.06;0.46;0.58;0.15;;0.04;0.18;0.14;0.05;0.46;2.66;0.01
NO;uur;µg/m³;20230108 05:00;20230108 06:00;0.09;0.28;-0.06;0.25;0.1;0.22;-0.06;-0.12;0.18;0.33;-0.02;0.79;-0.06;0.48;0.2;-0.01;-0.02;0.15;0.02;-0.04;0.11;0.41;0.14;0.28;1.33;0.07;1.33;-0.06;-0.14;0.28;1.37;2.56;0.04;-0.02;0.02;0.34;1.1;1.01;;0.03;0;0.24;-0.23;0.59;1.58;0.16
NO;uur;µg/m³;20230108 06:00;20230108 07:00;;;-0.04;0.46;;0.28;;;;;-0.01;;0.07;0.34;;0.06;;;0.13;;0.3;0.86;0.25;;;;1.21;;0.25;1.09;;;0.04;;;;;0.38;;0.06;0;0.14;;;;0.12
NO;uur;µg/m³;20230108 07:00;20230108 08:00;0.06;-0.07;0.05;0.37;0.12;0.17;-0.12;0.37;0.26;0.56;-0.04;0.73;0.06;-0.02;-0.03;0.1;0.12;0.3;-0.07;0.32;0;0.62;0.21;0.53;2.09;0.13;0.95;-0.1;-0.06;0.93;1.62;3.87;0.1;0.01;0.06;0.57;0.67;0.25;;-0.01;0.14;0.05;-0.04;0.37;2.32;0.07
NO;uur;µg/m³;20230108 08:00;20230108 09:00;-0.02;0.21;0.27;0.7;-0.13;0.29;0;0.12;0.35;1.17;-0.04;0.97;0.19;0.11;0.15;0.14;0.02;0.31;-0.05;0.24;0.28;0.84;0.32;0.41;2.27;0.21;0.99;0;-0.05;0.91;1.15;3.66;0.15;-0.11;0.01;0.26;0.6;0.63;;0.01;0.15;0.34;-0.09;0.59;2.12;0.16
NO;uur;µg/m³;20230108 09:00;20230108 10:00;0.19;0.36;0.04;0.61;0.36;0.12;0.13;0.82;0.48;4.01;0.19;1.09;0.39;0.44;0.31;0.15;0.92;0.66;0.27;0.36;0.6;1.32;0.73;0.92;4.52;0.54;2.59;-0.04;0.29;1.52;2.64;5.07;0.17;0.07;0.04;0.59;1.19;0.6;;0.12;0.26;0.81;-0.02;0.64;4.86;0.21
NO;uur;µg/m³;20230108 10:00;20230108 11:00;-0.02;0.38;0.3;0.97;0.38;0.71;0.65;0.9;1.53;9;0.82;1.78;0.6;1;0.51;0.55;1.17;1.04;0.56;0.96;0.59;2.38;1.46;1.11;5.35;1.11;3.06;0.23;0.54;2.3;3.37;5.21;0.74;0.75;0.23;0.64;1.81;1.03;;0.17;0.43;0.99;0.07;0.75;3.51;0.38
NO;uur;µg/m³;20230108 11:00;20230108 12:00;0.51;0.45;0.48;1.09;0.14;0.67;0.78;0.88;1.53;8.15;0.85;1.93;0.57;1.67;0.91;0.33;1.17;1.39;0.93;1.14;1.07;2.53;1.9;1.49;5.76;1.04;3.81;0.43;0.85;2.68;5.25;6.92;0.85;1.14;0.13;0.5;2.82;1.44;;0.4;0.36;0.84;0.27;0.99;5.19;0.44
NO;uur;µg/m³;20230108 12:00;20230108 13:00;0.62;0.6;0.8;2.49;0.74;0.48;0.92;0.95;4.23;6.15;1.1;2.05;0.54;0.88;0.73;0.4;1.15;1.42;0.71;1.15;1.33;3.15;1.73;2.05;7.39;1.42;3.08;0.15;0.58;2.96;5.04;7.46;0.69;0.64;0.26;0.94;4.31;1.5;;0.41;0.44;0.79;0.15;0.66;6.96;0.41
NO;uur;µg/m³;20230108 13:00;20230108 14:00;0.98;0.49;0.56;2.64;0.6;0.44;0.67;1.38;3.87;5.73;0.82;1.94;0.47;0.24;0.67;0.33;0.8;1.4;0.63;0.94;1.04;2.94;0.99;2.29;10.47;1.23;4.04;0.23;0.53;3.02;5.63;9.17;0.93;0.53;0.18;0.46;3.73;0.95;;0.43;0.52;0.91;0.19;0.95;8.35;0.35
NO;uur;µg/m³;20230108 14:00;20230108 15:00;1.07;0.41;0.83;3.5;0.44;0.37;0.37;0.84;3.84;7.95;0.44;1.42;0.54;0.25;0.51;0.17;0.93;1.25;0.48;0.93;1.12;3.28;1.37;1.36;9.67;0.98;4.17;0.12;0.44;4.12;7.14;9.12;0.78;0.33;0.06;0.64;2.88;0.71;;0.26;0.37;0.51;0.11;0.99;11.81;0.27
NO;uur;µg/m³;20230108 15:00;20230108 16:00;0.28;0.39;0.38;4.08;0.18;0.35;0.25;0.84;3.92;6.36;0.56;1.11;0.41;0.14;0.37;0.18;1.38;1.77;0.19;0.76;0.69;2.92;0.56;0.77;6.46;0.39;3.7;0.17;0.28;4.33;5.91;7.81;0.4;0.02;0.06;0.17;2.93;0.61;;0.07;0.3;0.36;0.1;0.24;12.95;0.2
NO;uur;µg/m³;20230108 16:00;20230108 17:00;0.15;0.33;0.42;2.82;0.17;0.26;-0.01;1.65;3.6;10.6;0.55;0.82;0.63;0.47;0.23;0.13;1.57;0.89;0.1;0.35;0.24;2.68;0.53;0.92;5.62;0.18;4.46;0.03;0.09;4.25;6.16;6.4;0.17;-0.14;0;0.3;4.67;1.13;;0.1;0.22;1.13;-0.04;0.5;18.87;0.23
NO;uur;µg/m³;20230108 17:00;20230108 18:00;0.19;0.4;0.57;1.49;-0.15;0.36;-0.02;1.36;2.55;6.21;0.28;0.9;0.7;1.08;0.14;0.09;1.39;0.99;0.08;0.26;0.43;2.53;0.38;0.53;4.82;0.09;3.18;0.04;0.03;3.51;5.67;1.11;0.18;-0.16;0.02;0.25;3.16;0.98;;0;0.06;0.45;-0.03;0.46;12.24;0.11
NO;uur;µg/m³;20230108 18:00;20230108 19:00;0.1;0.19;0.5;1.26;0.13;0.31;0.02;3.42;2.38;6.28;0.17;0.58;0.77;0.42;0.26;0.16;1.96;0.51;0.14;0.24;0.13;2.11;0.38;0.68;4.87;0.04;2.38;-0.09;-0.01;2.83;3.68;0.21;0.22;-0.14;0.08;0.36;2.96;1.3;;0.13;0.1;0.47;0.05;0.58;7.12;0.11
NO;uur;µg/m³;20230108 19:00;20230108 20:00;0.06;0.28;0.19;0.84;0.12;0.33;-0.06;2.32;1.53;4.18;0.04;0.71;0.5;0.82;0.07;0.02;2.15;0.56;0.05;0.24;0.46;1.78;0.37;0.53;3.72;0.16;2.42;0.16;-0.14;3.06;3.96;0.05;0.45;-0.21;0.15;0.17;1.11;1.12;;0.1;0.17;0.23;0.03;0.53;6.88;0.18
NO;uur;µg/m³;20230108 20:00;20230108 21:00;0.03;0.32;0.21;0.96;0.21;0.63;-0.1;2.16;1.93;5.75;0.41;0.69;0.35;0.65;0.21;0.16;1.55;0.44;0;0.41;0.2;1.47;0.16;0.51;4.06;0.14;1.19;-0.06;-0.12;1.67;2.54;0.08;0.16;-0.14;0.04;0.52;1.42;1.6;;0.07;0.24;0.22;-0.04;0.72;9.25;0.11
NO;uur;µg/m³;20230108 21:00;20230108 22:00;0;0.3;0.12;0.77;-0.02;0.92;-0.14;0.83;0.76;4.47;0.09;0.9;0.28;0.63;0.23;0.11;1.19;0.7;0.17;0.15;0.12;1.93;0.3;0.57;3.74;0.03;1.83;-0.04;-0.1;1.31;2.32;0.03;0.27;0.15;0.13;0.55;0.57;1;;0.02;0.15;0.01;0.02;0.43;4.62;0.18
NO;uur;µg/m³;20230108 22:00;20230108 23:00;-0.11;0.13;-0.14;0.56;0.14;0.41;-0.08;0.96;0.44;3.71;0.1;0.7;0.23;0.65;0.22;0.11;-0.07;0.77;0.02;0.26;0.09;1.31;0.45;0.52;5.81;0.1;1.61;0.09;-0.12;1.22;1.27;0.71;0.09;-0.03;0.15;0.32;0.65;0.61;;0.07;-0.01;0.01;-0.04;0.28;3.4;0.07
NO;uur;µg/m³;20230108 23:00;20230109 00:00;-0.17;0.17;-0.1;0.49;-0.1;0.24;0.01;0.71;1.17;1.59;-0.04;0.62;0.02;0.75;0.3;-0.05;0.01;0.4;0.05;0.09;0.25;1.5;0.22;0.65;5.35;0.04;0.92;0.01;-0.16;0.88;1.04;4.34;-0.14;-0.21;0.1;0.46;0.57;0.34;;0.05;0.02;0.07;-0.01;0.48;2.23;0.12
NO;uur;µg/m³;20230109 00:00;20230109 01:00;-0.18;0.65;0.31;0.12;0.37;0.19;-0.08;0.02;1.28;1.33;-0.19;-0.04;0.14;0.7;0.02;-0.01;0.21;0.19;0.14;-0.01;0.58;0.9;-0.01;0.45;2.13;0.33;0.39;0.2;0;0.4;0.79;3.17;0.14;-0.01;0.35;0.27;0.93;0.29;;0.03;0.35;0.01;-0.02;-0.16;0.89;0.17
NO;uur;µg/m³;20230109 01:00;20230109 02:00;-0.01;0.3;0.16;0.24;0.27;0.29;-0.09;-0.07;0.6;0.84;-0.19;0;0.09;0.7;-0.02;-0.08;0.23;0.11;0.06;0.2;0.32;0.58;0.02;0.7;2.66;0.16;0.48;0.09;0.12;0.46;0.34;1.93;-0.12;0.01;-0.07;0.16;0.47;0.25;;-0.08;0.27;-0.19;-0.05;-0.09;0.33;0.05
NO;uur;µg/m³;20230109 02:00;20230109 03:00;-0.15;0.11;0.36;0.24;0.19;0.12;-0.22;0.17;0.33;0.81;-0.17;-0.07;0.1;0.61;0.05;-0.12;0.27;-0.04;-0.05;0.27;0.28;0.41;0;0.52;1.7;0.2;0.29;-0.01;0.01;0.26;0.8;1.31;0.15;-0.05;0.07;0.28;0.16;0.21;;-0.22;0.38;-0.19;-0.2;-0.24;-0.06;0.1
NO;uur;µg/m³;20230109 03:00;20230109 04:00;-0.14;-0.03;0.19;0.11;0.33;0.21;-0.19;0.12;0.38;1.27;-0.27;-0.07;0.18;0.59;0.06;-0.21;0.19;0.06;-0.07;0.29;0.09;0.4;0.04;0.53;1.39;0.25;0.37;0.14;0.09;0.25;0.63;1.77;0.09;0.11;-0.03;0.37;0.23;0.18;;-0.1;0.24;-0.01;-0.12;-0.12;0.22;0.09
NO;uur;µg/m³;20230109 04:00;20230109 05:00;-0.19;0.05;0.01;0.4;0.18;0.15;-0.19;0.04;0.68;1.71;-0.25;0.01;0.19;0.94;-0.02;-0.13;0.44;0.06;0.06;0.13;0.49;0.47;0.02;0.58;2.01;0.23;-0.02;0.3;0.22;0.45;0.97;2.22;0.05;-0.04;0.13;0.42;0.28;0.5;;-0.1;0.32;-0.1;-0.23;-0.02;1.05;0.17
NO;uur;µg/m³;20230109 05:00;20230109 06:00;-0.09;0.03;0.12;0.74;0.3;0.13;-0.09;0.06;1.03;2.99;-0.07;-0.04;0.25;0.71;0.02;-0.19;1.14;0.12;0.07;0.11;0.35;0.62;-0.02;0.62;8.11;0.26;0.43;0.18;0.13;0.84;1.08;2.59;0.19;0.03;0;0.53;1.12;0.53;;-0.22;0.3;-0.12;-0.11;0.05;1.4;0.11
NO;uur;µg/m³;20230109 06:00;20230109 07:00;-0.02;0.23;0.81;1.25;0.11;0.37;-0.16;0.8;1.9;8.95;0.03;0.11;0.32;1.13;0.09;-0.12;1.72;0.47;0.31;0.32;0.28;1.09;0.34;1;15.68;0.36;3.8;0.16;0.03;2.26;2.99;0.4;0.23;0.16;0.09;0.47;2.58;0.56;;-0.16;0.35;0.03;-0.1;-0.1;6.17;0.21
NO;uur;µg/m³;20230109 07:00;20230109 08:00;0.62;0.6;1.53;2.73;0.38;0.39;-0.13;1.17;4.74;12.73;0.67;-0.11;0.42;1.12;0.05;-0.07;0.56;0.49;0.17;0.64;0.58;4.23;0.54;4.2;19.06;3.56;7.16;0.31;0.12;4.8;4.92;0.36;0.28;0.16;0.12;1.81;3.25;1.04;;-0.05;0.42;0.22;-0.23;-0.15;14.2;0.1
NO;uur;µg/m³;20230109 08:00;20230109 09:00;0.5;0.33;1.04;5.3;0.21;0.49;-0.1;1.22;7.54;12.34;1.09;-0.17;0.6;1.04;0.05;-0.03;0.23;1.84;0.35;0.66;0.65;8.88;1.02;9.4;2.59;1.51;12.36;0.19;0.15;6.52;7.19;14.84;0.11;-0.05;0.07;4.16;5.75;1.86;;-0.05;0.25;-0.02;-0.16;-0.04;15.02;0.16
NO;uur;µg/m³;20230109 09:00;20230109 10:00;0.4;0.1;0.57;2.82;0.68;0.62;0.01;1.18;5.35;11.48;0.87;0.05;0.88;0.54;0.09;-0.07;0.42;1.52;0.12;0.98;1.04;6.8;1.03;10.33;2.09;1.52;21.37;0.22;0.09;3.84;4.75;8.71;0.17;0.13;-0.01;0.28;5.51;0.64;;-0.16;0.48;0.36;0.08;0.16;17.39;0.39
NO;uur;µg/m³;20230109 10:00;20230109 11:00;0.55;1.27;0.74;3.23;0.68;0.4;0.08;1.58;6.42;14.26;1.31;0.24;0.51;0.91;-0.01;0.2;0.52;2.23;0.38;1.41;0.52;9.14;1.06;8.22;6.13;2.92;12.69;0.56;0.15;4.78;2.68;10.09;0.61;0.41;0.12;1.02;4.46;0.8;;-0.1;0.67;0.96;0.24;0.08;13.83;0.61
NO;uur;µg/m³;20230109 11:00;20230109 12:00;0.88;1.64;0.64;3.12;0.87;1.23;0.3;2.06;6.11;12.3;1.74;1.24;0.92;1.36;0.08;;0.99;4.31;0.69;1.9;;12.63;1.66;6.05;7.56;4.91;8.22;0.62;0.42;5.26;4.63;10.48;0.75;1.31;0.6;0.55;6.88;1.38;;0.09;0.57;0.5;0.23;0.31;22.29;0.69
NO;uur;µg/m³;20230109 12:00;20230109 13:00;0.7;1.13;0.32;3;0.84;1.57;0.95;2.58;7.71;13.76;2;1.86;0.96;1.38;0.35;;0.84;3.72;0.5;1.58;;9.49;1.78;6.36;8.97;0.8;8.74;0.9;0.42;6.79;5.13;10.42;1.24;1.1;0.35;0.78;6.87;1.25;;0.22;1.07;0.59;0.08;0.46;19.98;0.53
NO;uur;µg/m³;20230109 13:00;20230109 14:00;1.34;0.81;0.53;2.58;0.85;1.62;0.52;2.52;10.15;12.15;1.42;0.49;1.07;1.02;0.3;1.09;1.36;2.85;0.4;1.74;-0.16;14.78;1.75;9.69;5.11;0.51;6.64;0.85;0.45;8.06;4.65;10.87;1.16;0.76;0.48;3.36;8.55;1.8;;0.52;1.08;0.74;0.09;0.45;11.29;0.63
NO;uur;µg/m³;20230109 14:00;20230109 15:00;1.09;1.19;0.36;2.86;0.7;1.12;0.84;5.02;11.82;16.05;2;0.49;0.75;1.25;0.36;0.56;0.74;2.15;0.36;1.21;-0.1;8.8;1.88;9.93;5.09;0.3;7.89;0.52;0.29;7.09;4.8;11.03;1.04;1.04;0.63;0.37;9.52;1.34;;0.39;0.6;0.14;0.13;0.29;14.98;0.83
NO;uur;µg/m³;20230109 15:00;20230109 16:00;1.35;1.49;0.54;4.16;0.53;0.53;0.48;5.77;14.26;16.65;1.39;0.4;1.26;1.01;0.35;0.44;0.52;2.57;0.32;1.96;-0.54;10.39;1.54;9.22;5.74;0.21;9.42;0.57;0.29;6.85;3.89;13.35;1.1;1.22;0.73;2.09;10.29;1.69;;0.05;0.5;-0.02;0;0.38;8.63;0.87
NO;uur;µg/m³;20230109 16:00;20230109 17:00;0.89;0.6;0.36;4.25;0.31;0.67;0.01;10.07;14.86;23.19;0.9;-0.06;0.53;0.55;-0.07;0.33;0.61;2.34;0.1;2.83;-0.31;8.89;1.4;9.08;3.72;0.34;10.99;0.19;0.21;8.33;6.67;14.27;0.47;0.29;0.51;1.21;10.95;1.16;;0.25;0.48;-0.07;-0.14;0.09;16.92;0.44
NO;uur;µg/m³;20230109 17:00;20230109 18:00;1.4;-0.05;0.54;5.7;0.51;0.26;-0.07;8.15;18.64;25.22;0.46;-0.17;0.51;0.7;0.03;0.15;0.7;0.44;0.03;0.91;-0.49;8.63;0.7;6.88;1.61;0.22;9.04;0.22;0.14;7.99;10.04;11.68;0.39;0.12;1.25;1.31;8.67;1.07;;0.05;0.41;-0.02;-0.12;-0.16;8.61;0.27
NO;uur;µg/m³;20230109 18:00;20230109 19:00;0.78;0.98;0.28;2.73;0.57;0.44;-0.22;3.46;12.23;11.52;0.18;-0.09;0.43;0.61;0.08;0.1;0.67;0.59;-0.02;0.71;-0.02;6.78;0.53;3.87;0.98;0.2;6.13;0.08;0.06;7.3;3.2;11.03;0.24;0.17;0.2;0.43;6.03;1.65;;-0.04;0.3;0.13;-0.1;-0.12;12.94;0.14
NO;uur;µg/m³;20230109 19:00;20230109 20:00;1.76;0.37;0.2;1.25;0.25;0.24;-0.24;3.25;5.21;6.74;-0.19;0.01;0.24;0.65;0.14;0.09;0.6;0.12;0.15;0.7;-0.3;5.26;0.47;3.63;0.89;0.09;2.91;0.01;0.08;3.78;2.72;8.84;0.31;0.17;0.18;0.97;6.26;0.71;;-0.06;0.31;-0.1;-0.11;-0.05;8.81;0.25
NO;uur;µg/m³;20230109 20:00;20230109 21:00;0.55;0.99;0.18;1.48;0.12;0.23;-0.14;3.15;2.98;9.73;-0.24;-0.09;0.29;0.6;-0.01;0.13;0.42;0.11;-0.08;0.64;-0.74;4.1;0.22;2.57;0.37;0.14;2.5;-0.02;0;2.14;1.15;6.25;0.05;0.14;0.21;0.39;4.57;0.88;;0;0.37;-0.02;-0.26;-0.05;9.35;0.24
NO;uur;µg/m³;20230109 21:00;20230109 22:00;0.59;0.16;0.02;0.6;0.06;0.37;-0.17;2.03;3.82;4.29;-0.27;-0.13;0.51;0.9;-0.03;0.12;0.39;0.49;-0.02;0.86;-0.26;4.67;0.19;1.65;0.63;0.09;1.77;0.13;0.02;1.98;1.55;6.04;0.08;-0.06;0.33;0.01;4.33;0.79;;-0.12;0.26;-0.01;-0.05;-0.19;3;0.15
NO;uur;µg/m³;20230109 22:00;20230109 23:00;0.69;0.22;0.28;0.56;0.14;0.36;-0.14;1.05;2.3;5.16;-0.24;-0.1;0.39;0.69;0.02;0.07;0.09;0.25;0.07;0.12;-0.26;4.82;0.12;2.36;0.85;0.12;2.19;0.14;0.07;1.96;1.31;6.12;0.16;-0.01;0.17;0.05;4.1;0.45;;-0.13;0.35;-0.15;-0.17;-0.23;1.8;0.35
NO;uur;µg/m³;20230109 23:00;20230110 00:00;0.83;0.16;0.15;0.47;0.22;0.7;-0.19;0.39;1.77;3.19;-0.04;-0.06;0.46;0.89;-0.01;0.16;0.12;0.14;0.07;0.19;-0.17;4.09;0.08;1.77;1.14;0.1;1.56;0.06;0.07;1.24;1.98;4.58;0.23;0.04;0.3;0.45;4.29;0.21;;-0.1;0.34;0.03;-0.2;0.08;2.04;0.24
NO;uur;µg/m³;20230110 00:00;20230110 01:00;0.24;1.5;0.02;0.76;-0.34;0.6;;0.55;1.13;1.06;0.3;0.08;0.48;0.25;0.16;0.26;-0.1;0.25;-0.01;-0.35;0.24;1.59;0.21;0.25;1.47;0.23;0.9;0.09;0.01;0.84;0.93;3.48;-0.01;0.07;0.55;-0.17;1.64;0.26;;0.26;0.03;-0.01;0.17;0.21;2.75;-0.02
NO;uur;µg/m³;20230110 01:00;20230110 02:00;0.11;0.81;-0.19;0.51;-0.19;1.1;-0.06;0.4;0.79;0.28;0.21;-0.16;0.39;0.01;0.15;0.22;-0.21;0.23;-0.18;-0.17;0;1.29;0.11;0.09;0.68;0.17;0.37;0.2;0;0.34;0.56;1.75;-0.07;-0.1;0.35;0.22;1.08;0.09;;0.2;0.03;-0.15;0.05;0.24;0.79;-0.01
NO;uur;µg/m³;20230110 02:00;20230110 03:00;0.12;0.78;-0.09;0.29;-0.15;0.7;-0.02;0.53;0.48;0.54;0.11;-0.18;0.43;-0.04;0.19;0.26;-0.01;0.19;-0.1;-0.41;0.01;0.62;0.29;0.19;0.75;0.16;0.25;0.14;-0.02;0.62;0.76;2.32;-0.09;0.01;0.34;0.35;0.6;0.1;;0.12;-0.06;-0.06;0.05;0.27;0.6;-0.16
NO;uur;µg/m³;20230110 03:00;20230110 04:00;0.1;0.86;-0.18;0.5;-0.35;0.7;-0.01;0.47;0.41;0.36;0.21;-0.08;0.36;0.05;0.1;0.19;-0.23;0.32;-0.07;-0.37;0.14;0.65;0.19;0.16;0.85;0.1;0.18;0.35;-0.07;0.24;0.48;1.26;0.04;-0.07;0.38;-0.03;0.5;-0.04;;0.14;0;-0.13;-0.02;0;1.48;-0.04
NO;uur;µg/m³;20230110 04:00;20230110 05:00;0.35;0.06;-0.05;0.62;-0.1;0.91;-0.05;0.39;0.3;0.48;0.21;0.08;0.29;0.17;0.18;0.24;-0.07;0.15;-0.14;-0.14;0.01;1.31;0.07;0.91;0.73;0.23;0.17;0.12;-0.08;0.32;0.41;2.35;0.03;-0.08;0.39;0.29;0.59;0.45;;0.12;0.04;-0.04;-0.02;0.04;0.87;-0.12
NO;uur;µg/m³;20230110 05:00;20230110 06:00;0.45;0.66;0.05;2.03;0.1;0.61;0;0.56;1.6;4.26;0.2;0.06;0.44;0.08;0.24;0.48;-0.03;0.11;0;-0.15;0.02;2.4;0.37;3.5;7.34;0.22;1.46;0.15;0.03;0.77;0.89;7.91;0.16;-0.05;0.38;-0.19;1.71;0.27;;0.23;0.04;-0.04;0.14;0.1;2;-0.09
NO;uur;µg/m³;20230110 06:00;20230110 07:00;1.72;0.37;0.23;3.35;0.23;0.33;0.02;1.46;4.32;14.38;1.58;0.03;0.45;0.2;0.11;0.29;-0.07;1.56;0.2;0.23;0.09;7.79;1.27;9.45;12.4;3.15;8.05;0.26;0;3.69;9.84;25.23;0.09;-0.02;0.48;0.23;3.82;0.45;;0.21;0.14;-0.13;0.12;0.19;6.76;-0.07
NO;uur;µg/m³;20230110 07:00;20230110 08:00;1.74;0.32;1.74;8.14;0.08;0.31;0.23;1.92;7.78;27.47;2.46;0.18;0.84;0.13;0.42;0.2;0.1;5.67;0.61;1.18;0.27;6.63;10.68;10.12;35.89;12.89;9.31;0.27;0.06;8.18;13.47;24.06;0.13;0.02;0.48;0.17;7.42;0.68;;0.27;0.18;0;0.09;0.32;25.27;-0.08
